PPN;level;GOK;parent;DE;query;EN;
GEOLEO61830;7;GEOLEO61830;GEOLEO61770;Usbekistan {Rohstoffgeologie};lkl=VTG 360 or ((fbg=DK 553*) and (fbg=DK 915.751*));Uzbekistan {Mineral Deposits};
GEOLEO61840;7;GEOLEO61840;GEOLEO61770;Turkmenistan {Rohstoffgeologie};lkl=VTG 370 or ((fbg=DK 553*) and (fbg=DK 915.754*));Turkmenia (Turkmenistan) {Mineral Deposits};
GEOLEO61850;7;GEOLEO61850;GEOLEO61770;Tadschikistan {Rohstoffgeologie};lkl=VTG 380 or ((fbg=DK 553*) and (fbg=DK 915.753*));Tajikistan {Mineral Deposits};
GEOLEO44860;4;GEOLEO44860;GEOLEO44430;Asien insgesamt {Rohstoffgeologie};lkl=VTH 000 or ((fbg=DK 553*) and (fbg=DK 914.7* or fbg=DK 915.7*) and (fbg=DK 553*));Asia as a Whole {Mineral Deposits};
GEOLEO44870;5;GEOLEO44870;GEOLEO44860;Vorderasien {Rohstoffgeologie};lkl=VTI 000 or ((fbg=DK 553*) and (fbg=DK 915.3* or fbg=DK 915.5* or fbg=DK 915.6* or fbg=DK 915.8* or fbg=DK 915.491* or fbg=DK 914.79*) and (fbg=DK 553*));Near East {Mineral Deposits};
GEOLEO44880;6;GEOLEO44880;GEOLEO44870;Türkei {Rohstoffgeologie};lkl=VTI 100 or ((fbg=DK 553*) and (fbg=DK 915.60* or fbg=DK 914.961*) and (fbg=DK 553*));Turkey {Mineral Deposits};
GEOLEO44890;6;GEOLEO44890;GEOLEO44870;Zypern {Rohstoffgeologie};lkl=VTI 200 or ((fbg=DK 553*) and (fbg=DK 915.643*));Cyprus {Mineral Deposits};
GEOLEO44900;6;GEOLEO44900;GEOLEO44870;Arabische Halbinsel {Rohstoffgeologie};lkl=VTI 300 or ((fbg=DK 553*) and (fbg=DK 915.3*));Arabian Peninsula {Mineral Deposits};
GEOLEO44910;6;GEOLEO44910;GEOLEO44870;Israel. Palästina. Jordanien {Rohstoffgeologie};lkl=VTI 400 or ((fbg=DK 553*) and (fbg=DK 915.694*));Palestine {Mineral Deposits};
GEOLEO44920;6;GEOLEO44920;GEOLEO44870;Syrien und Libanon {Rohstoffgeologie};lkl=VTI 500 or ((fbg=DK 553*) and (fbg=DK 915.693* or fbg=DK 915.691*) and (fbg=DK 553*));Syria and Lebanon {Mineral Deposits};
GEOLEO44930;6;GEOLEO44930;GEOLEO44870;Irak {Rohstoffgeologie};lkl=VTI 600 or ((fbg=DK 553*) and (fbg=DK 915.67*));Iraq {Mineral Deposits};
GEOLEO44940;6;GEOLEO44940;GEOLEO44870;Iran {Rohstoffgeologie};lkl=VTI 700 or ((fbg=DK 553*) and (fbg=DK 915.5*));Iran {Mineral Deposits};
GEOLEO44950;6;GEOLEO44950;GEOLEO44870;Afghanistan {Rohstoffgeologie};lkl=VTI 800 or ((fbg=DK 553*) and (fbg=DK 915.81*));Afghanistan {Mineral Deposits};
GEOLEO44960;5;GEOLEO44960;GEOLEO44860;Südasien {Rohstoffgeologie};lkl=VTJ 000 or ((fbg=DK 553*) and (fbg=DK 915.4* or fbg=DK 915.81*) and (fbg=DK 553*));South Asia {Mineral Deposits};
GEOLEO44970;6;GEOLEO44970;GEOLEO44960;Indischer Subkontinent {Rohstoffgeologie};lkl=VTJ 100 or ((fbg=DK 553*) and (fbg=DK 915.4*));Indian Subcontinent {Mineral Deposits};
GEOLEO44980;6;GEOLEO44980;GEOLEO44960;Südostasien {Rohstoffgeologie};lkl=VTJ 200 or ((fbg=DK 553*) and (fbg=DK 915.9* or fbg=DK 915.29* or fbg=DK 915.1*) and (fbg=DK 553*));Southeast Asia {Mineral Deposits};
GEOLEO44990;7;GEOLEO44990;GEOLEO44980;Myanmar {Rohstoffgeologie};lkl=VTJ 210 or ((fbg=DK 553*) and (fbg=DK 915.91*));Burma {Mineral Deposits};
GEOLEO45000;7;GEOLEO45000;GEOLEO44980;Thailand {Rohstoffgeologie};lkl=VTJ 220 or ((fbg=DK 553*) and (fbg=DK 915.93*));Thailand {Mineral Deposits};
GEOLEO45010;7;GEOLEO45010;GEOLEO44980;Indochina {Rohstoffgeologie};lkl=VTJ 230 or ((fbg=DK 553*) and (fbg=DK 915.9*));Indochina {Mineral Deposits};
GEOLEO45020;7;GEOLEO45020;GEOLEO44980;Malaiische Halbinsel {Rohstoffgeologie};lkl=VTJ 240 or ((fbg=DK 553*) and (fbg=DK 915.95*));Malay Peninsula {Mineral Deposits};
GEOLEO45030;7;GEOLEO45030;GEOLEO44980;Indonesien {Rohstoffgeologie};lkl=VTJ 300 or ((fbg=DK 553*) and (fbg=DK 919.10*));Indonesia {Mineral Deposits};
GEOLEO45040;5;GEOLEO45040;GEOLEO44860;Zentralasien. Hochasien {Rohstoffgeologie};lkl=VTK 000 or ((fbg=DK 553*) and (fbg=DK 915.75* or fbg=DK 915.74* or fbg=DK 915.81* or fbg=DK 915.17* or fbg=DK 915.15*) and (fbg=DK 553*));Central Asia {Mineral Deposits};
GEOLEO45050;5;GEOLEO45050;GEOLEO44860;Ostasien {Rohstoffgeologie};lkl=VTL 000 or ((fbg=DK 553*) and (fbg=DK 915.1* or fbg=DK 915.2*) and (fbg=DK 553*));East Asia {Mineral Deposits};
GEOLEO45060;6;GEOLEO45060;GEOLEO45050;China {Rohstoffgeologie};lkl=VTL 100 or ((fbg=DK 553*) and (fbg=DK 915.10*));China {Mineral Deposits};
GEOLEO45070;6;GEOLEO45070;GEOLEO45050;Taiwan {Rohstoffgeologie};lkl=VTL 200 or ((fbg=DK 553*) and (fbg=DK 915.29*));Taiwan {Mineral Deposits};
GEOLEO45090;6;GEOLEO45090;GEOLEO45050;Korea {Rohstoffgeologie};lkl=VTL 400 or ((fbg=DK 553*) and (fbg=DK 915.19*));Korea {Mineral Deposits};
GEOLEO45100;6;GEOLEO45100;GEOLEO45050;Japan {Rohstoffgeologie};lkl=VTL 500 or ((fbg=DK 553*) and (fbg=DK 915.20*));Japan {Mineral Deposits};
GEOLEO45110;4;GEOLEO45110;GEOLEO44430;Afrika insgesamt {Rohstoffgeologie};lkl=VTM 000 or ((fbg=DK 553*) and (fbg=DK 916*));Africa as a Whole {Mineral Deposits};
GEOLEO45120;5;GEOLEO45120;GEOLEO45110;Nordafrika {Rohstoffgeologie};lkl=VTN 000 or ((fbg=DK 553*) and (fbg=DK 916.1* or fbg=DK 916.2* or fbg=DK 916.3* or fbg=DK 916.4* or fbg=DK 916.5*) and (fbg=DK 553*));North Africa {Mineral Deposits};
GEOLEO45240;5;GEOLEO45240;GEOLEO45110;Westafrika, Sudan und Guinealänder {Rohstoffgeologie};lkl=VTO 000 or ((fbg=DK 553*) and (fbg=DK 916.6*));West Africa, Sudan, and Guinea Countries {Mineral Deposits};
GEOLEO45250;6;GEOLEO45250;GEOLEO45240;Großlandschaft Sudan {Rohstoffgeologie};lkl=VTO 100 or ((fbg=DK 553*) and (fbg=DK 916.24*));Sudan (region) {Mineral Deposits};
GEOLEO45340;6;GEOLEO45340;GEOLEO45240;Guinealänder {Rohstoffgeologie};lkl=VTO 200 or ((fbg=DK 553*) and (fbg=DK 916.65*));Guinea Countries {Mineral Deposits};
GEOLEO45430;5;GEOLEO45430;GEOLEO45110;Zentralafrika {Rohstoffgeologie};lkl=VTP 000 or ((fbg=DK 553*) and (fbg=DK 916.7 or fbg=DK 916.71* or fbg=DK 916.72* or fbg=DK 916.74* or fbg=DK 916.75* or fbg=DK 916.699*) and (fbg=DK 553*));Central Africa {Mineral Deposits};
GEOLEO45520;5;GEOLEO45520;GEOLEO45110;Ostafrika und Madagaskar {Rohstoffgeologie};lkl=VTQ 000 or ((fbg=DK 553*) and (fbg=DK 916.3* or fbg=DK 916.759* or fbg=DK 916.76* or fbg=DK 916.77* or fbg=DK 916.78* or fbg=DK 916.9*) and (fbg=DK 553*));East Africa and Madagascar;
GEOLEO45530;6;GEOLEO45530;GEOLEO45520;Nordostafrika {Rohstoffgeologie};lkl=VTQ 100 or ((fbg=DK 553*) and (fbg=DK 916.2* or fbg=DK 916.3*) and (fbg=DK 553*));Northeast Africa {Mineral Deposits};
GEOLEO45540;7;GEOLEO45540;GEOLEO45530;Äthiopien {Rohstoffgeologie};lkl=VTQ 110 or ((fbg=DK 553*) and (fbg=DK 916.3*));Ethiopia {Mineral Deposits};
GEOLEO45550;7;GEOLEO45550;GEOLEO45530;Somalia {Rohstoffgeologie};lkl=VTQ 120 or ((fbg=DK 553*) and (fbg=DK 916.77*));Somali Republic (Former British and Italian Somaliland);
GEOLEO45560;6;GEOLEO45560;GEOLEO45520;Ostafrika {Rohstoffgeologie};lkl=VTQ 200 or ((fbg=DK 553*) and (fbg=DK 916.3* or fbg=DK 916.759* or fbg=DK 916.76* or fbg=DK 916.77* or fbg=DK 916.78* or fbg=DK 916.9*) and (fbg=DK 553*));East Africa {Mineral Deposits};
GEOLEO45570;7;GEOLEO45570;GEOLEO45560;Mozambique {Rohstoffgeologie};lkl=VTQ 210 or ((fbg=DK 553*) and (fbg=DK 916.79*));Mozambique {Mineral Deposits};
GEOLEO45580;7;GEOLEO45580;GEOLEO45560;Malawi {Rohstoffgeologie};lkl=VTQ 220 or ((fbg=DK 553*) and (fbg=DK 916.897*));Malawi {Mineral Deposits};
GEOLEO45590;7;GEOLEO45590;GEOLEO45560;Tansania {Rohstoffgeologie};lkl=VTQ 230 or ((fbg=DK 553*) and (fbg=DK 916.78*));Tanzania {Mineral Deposits};
GEOLEO45600;7;GEOLEO45600;GEOLEO45560;Rwanda. Burundi {Rohstoffgeologie};lkl=VTQ 240 or ((fbg=DK 553*) and (fbg=DK 916.759*));Rwanda-Burundi {Mineral Deposits};
GEOLEO45610;7;GEOLEO45610;GEOLEO45560;Uganda {Rohstoffgeologie};lkl=VTQ 250 or ((fbg=DK 553*) and (fbg=DK 916.761*));Uganda {Mineral Deposits};
GEOLEO45620;7;GEOLEO45620;GEOLEO45560;Kenia {Rohstoffgeologie};lkl=VTQ 260 or ((fbg=DK 553*) and (fbg=DK 916.762*));Kenya {Mineral Deposits};
GEOLEO45630;7;GEOLEO45630;GEOLEO45560;Madagaskar {Rohstoffgeologie};lkl=VTQ 300 or ((fbg=DK 553*) and (fbg=DK 916.91*));Madagascar {Mineral Deposits};
GEOLEO45640;5;GEOLEO45640;GEOLEO45110;Südliches Afrika {Rohstoffgeologie};lkl=VTR 000 or ((fbg=DK 553*) and (fbg=DK 916.79* or fbg=DK 916.8* or fbg=DK 916.73*) and (fbg=DK 553*));Southern Africa {Mineral Deposits};
GEOLEO45650;6;GEOLEO45650;GEOLEO45640;Republik Südafrika {Rohstoffgeologie};lkl=VTR 100 or ((fbg=DK 553*) and (fbg=DK 916.80*));Republic of South Africa {Mineral Deposits};
GEOLEO45660;6;GEOLEO45660;GEOLEO45640;Namibia {Rohstoffgeologie};lkl=VTR 200 or ((fbg=DK 553*) and (fbg=DK 916.88*));Namibia {Mineral Deposits};
GEOLEO45670;6;GEOLEO45670;GEOLEO45640;Botswana {Rohstoffgeologie};lkl=VTR 300 or ((fbg=DK 553*) and (fbg=DK 916.81*));Botswana {Mineral Deposits};
GEOLEO45680;6;GEOLEO45680;GEOLEO45640;Simbabwe {Rohstoffgeologie};lkl=VTR 400 or ((fbg=DK 553*) and (fbg=DK 916.891));Zimbabwe {Mineral Deposits};
GEOLEO45690;6;GEOLEO45690;GEOLEO45640;Sambia {Rohstoffgeologie};lkl=VTR 500 or ((fbg=DK 553*) and (fbg=DK 916.894*));Zambia {Mineral Deposits};
GEOLEO45700;6;GEOLEO45700;GEOLEO45640;Lesotho {Rohstoffgeologie};lkl=VTR 600 or ((fbg=DK 553*) and (fbg=DK 916.861*));Lesotho {Mineral Deposits};
GEOLEO45710;6;GEOLEO45710;GEOLEO45640;Swasiland {Rohstoffgeologie};lkl=VTR 700 or ((fbg=DK 553*) and (fbg=DK 916.834*));Swaziland {Mineral Deposits};
GEOLEO45720;4;GEOLEO45720;GEOLEO44430;Australien {Rohstoffgeologie};lkl=VTS 000 or ((fbg=DK 553*) and (fbg=DK 919.4*));Australia {Mineral Deposits};
GEOLEO45730;5;GEOLEO45730;GEOLEO45720;Zentralaustralien {Rohstoffgeologie};lkl=VTS 100 or ((fbg=DK 553*) and (fbg=DK 919.4*));Central Australia {Mineral Deposits};
GEOLEO45740;5;GEOLEO45740;GEOLEO45720;New South Wales {Rohstoffgeologie};lkl=VTS 200 or ((fbg=DK 553*) and (fbg=DK 919.44*));New South Wales {Mineral Deposits};
GEOLEO45750;5;GEOLEO45750;GEOLEO45720;Northern Territory {Rohstoffgeologie};lkl=VTS 300 or ((fbg=DK 553*) and (fbg=DK 919.48*));Northern Territory {Mineral Deposits};
GEOLEO45760;5;GEOLEO45760;GEOLEO45720;Queensland {Rohstoffgeologie};lkl=VTS 400 or ((fbg=DK 553*) and (fbg=DK 919.43*));Queensland {Mineral Deposits};
GEOLEO45770;5;GEOLEO45770;GEOLEO45720;Südaustralien {Rohstoffgeologie};lkl=VTS 500 or ((fbg=DK 553*) and (fbg=DK 919.42*));South Australia {Mineral Deposits};
GEOLEO45780;5;GEOLEO45780;GEOLEO45720;Tasmania {Rohstoffgeologie};lkl=VTS 600 or ((fbg=DK 553*) and (fbg=DK 919.46*));Tasmania {Mineral Deposits};
GEOLEO45790;5;GEOLEO45790;GEOLEO45720;Victoria {Rohstoffgeologie};lkl=VTS 700 or ((fbg=DK 553*) and (fbg=DK 919.45*));Victoria {Mineral Deposits};
GEOLEO45800;5;GEOLEO45800;GEOLEO45720;Westaustralien {Rohstoffgeologie};lkl=VTS 800 or ((fbg=DK 553*) and (fbg=DK 919.41*));Western Australia {Mineral Deposits};
GEOLEO45810;4;GEOLEO45810;GEOLEO44430;Ozeanien {Rohstoffgeologie};lkl=VTT 000 or ((fbg=DK 553*) and (fbg=DK 919*));Oceania {Mineral Deposits};
GEOLEO45820;5;GEOLEO45820;GEOLEO45810;Papua Neuguinea {Rohstoffgeologie};lkl=VTT 100 or ((fbg=DK 553*) and (fbg=DK 919.5*));New Guinea {Mineral Deposits};
GEOLEO45830;5;GEOLEO45830;GEOLEO45810;Melanesien {Rohstoffgeologie};lkl=VTT 200 or ((fbg=DK 553*) and (fbg=DK 919.3*));Melanesia {Mineral Deposits};
GEOLEO45840;5;GEOLEO45840;GEOLEO45810;Mikronesien {Rohstoffgeologie};lkl=VTT 300 or ((fbg=DK 553*) and (fbg=DK 919.65*));Micronesia {Mineral Deposits};
GEOLEO45850;5;GEOLEO45850;GEOLEO45810;Polynesien {Rohstoffgeologie};lkl=VTT 400 or ((fbg=DK 553*) and (fbg=DK 919.6*));Polynesia {Mineral Deposits};
GEOLEO45860;5;GEOLEO45860;GEOLEO45810;Neuseeland {Rohstoffgeologie};lkl=VTT 500 or ((fbg=DK 553*) and (fbg=DK 919.31*));New Zealand {Mineral Deposits};
GEOLEO45870;5;GEOLEO45870;GEOLEO45810;Sonstige Inselgruppen {Rohstoffgeologie};lkl=VTT 600 or ((fbg=DK 553*) and (fbg=DK 919*));Other Isles {Oceana: Mineral Deposits};
GEOLEO45880;4;GEOLEO45880;GEOLEO44430;Amerika insgesamt {Rohstoffgeologie};lkl=VTU 000 or (fbg=DK553* or (fgb=DK 917* or fbg=DK 918*));America as a Whole {Mineral Deposits};
GEOLEO45890;5;GEOLEO45890;GEOLEO45880;Nordamerika {Rohstoffgeologie};lkl=VTV 000 or ((fbg=DK 553*) and (fbg=DK 917*) not (fbg=DK 917.2*));North America {Mineral Deposits};
GEOLEO45900;6;GEOLEO45900;GEOLEO45890;Kanada {Rohstoffgeologie};lkl=VTV 100 or ((fbg=DK 553*) and (fbg=DK 917.1*));Canada {Mineral Deposits};
GEOLEO61860;7;GEOLEO61860;GEOLEO45900;Kanadische Arktis {Rohstoffgeologie};lkl=VTV 111 or ((fbg=DK 553*) and (fbg=DK 917.1*));Canadian Arctic {Mineral Deposits};
GEOLEO61870;7;GEOLEO61870;GEOLEO45900;Kanadischer Schild {Rohstoffgeologie};lkl=VTV 112 or ((fbg=DK 553*) and (fbg=DK 917.1*));Canadian Shield {Mineral Deposits};
GEOLEO61880;7;GEOLEO61880;GEOLEO45900;Hudson Bay Lowland {Rohstoffgeologie};lkl=VTV 113 or ((fbg=DK 553*) and (fbg=DK 917.1*));Hudson Bay Lowland {Mineral Deposits};
GEOLEO61890;7;GEOLEO61890;GEOLEO45900;Labrador {Rohstoffgeologie};lkl=VTV 114 or ((fbg=DK 553*) and (fbg=DK 917.19*));Labrador {Mineral Deposits};
GEOLEO61900;7;GEOLEO61900;GEOLEO45900;Östliches Kanada im Allgemeinen {Rohstoffgeologie};lkl=VTV 115 or ((fbg=DK 553*) and (fbg=DK 917.1*));Eastern Canada in General {Mineral Deposits};
GEOLEO61910;7;GEOLEO61910;GEOLEO45900;Westliches Kanada im Allgemeinen {Rohstoffgeologie};lkl=VTV 116 or ((fbg=DK 553*) and (fbg=DK 917.1*));Western Canada in General {Mineral Deposits};
GEOLEO61920;7;GEOLEO61920;GEOLEO45900;Kanadische Kordillere {Rohstoffgeologie};lkl=VTV 117 or ((fbg=DK 553*) and (fbg=DK 917.1*));Canadian Cordillera {Mineral Deposits};
GEOLEO61930;7;GEOLEO61930;GEOLEO45900;Küstengebiete und Kontinentalränder von Kanada {Rohstoffgeologie};lkl=VTV 118 or ((fbg=DK 553*) and (fbg=DK 917.1*));Coast Regions and Continental Shelves of Canada {Mineral Deposits};
GEOLEO61940;7;GEOLEO61940;GEOLEO45900;Nunavut {Rohstoffgeologie};lkl=VTV 120 or ((fbg=DK 553*) and (fbg=DK 917.1*));Nunavut {Mineral Deposits};
GEOLEO61950;7;GEOLEO61950;GEOLEO45900;Alberta {Rohstoffgeologie};lkl=VTV 121 or ((fbg=DK 553*) and (fbg=DK 917.123*));Alberta {Mineral Deposits};
GEOLEO61960;7;GEOLEO61960;GEOLEO45900;British-Columbia. Yukon Territory {Rohstoffgeologie};lkl=VTV 122 or ((fbg=DK 553*) and (fbg=DK 917.12* or fbg=DK 917.11*));British-Columbia and Yukon Territory {Mineral Deposits};
GEOLEO61970;7;GEOLEO61970;GEOLEO45900;Manitoba {Rohstoffgeologie};lkl=VTV 123 or ((fbg=DK 553*) and (fbg=DK 917.127*));Manitoba {Mineral Deposits};
GEOLEO61980;7;GEOLEO61980;GEOLEO45900;New Brunswick. Nova Scotia. Prince Edward Island {Rohstoffgeologie};lkl=VTV 124 or ((fbg=DK 553*) and (fbg=DK 917.15*));New Brunswick, Nova Scotia and Prince Edward Island {Mineral Deposits};
GEOLEO61990;7;GEOLEO61990;GEOLEO45900;Newfoundland {Rohstoffgeologie};lkl=VTV 125 or ((fbg=DK 553*) and (fbg=DK 917.18*));Newfoundland {Mineral Deposits};
GEOLEO62000;7;GEOLEO62000;GEOLEO45900;Northwest Territories {Rohstoffgeologie};lkl=VTV 126 or ((fbg=DK 553*) and (fbg=DK 917.122*));Northwest Territory {Mineral Deposits};
GEOLEO62010;7;GEOLEO62010;GEOLEO45900;Ontario {Rohstoffgeologie};lkl=VTV 127 or ((fbg=DK 553*) and (fbg=DK 917.13*));Ontario {Mineral Deposits};
GEOLEO62020;7;GEOLEO62020;GEOLEO45900;Quebec {Rohstoffgeologie};lkl=VTV 128 or ((fbg=DK 553*) and (fbg=DK 917.14*));Quebec {Mineral Deposits};
GEOLEO62030;7;GEOLEO62030;GEOLEO45900;Saskatchewan {Rohstoffgeologie};lkl=VTV 129 or ((fbg=DK 553*) and (fbg=DK 917.124*));Saskatchewan {Mineral Deposits};
GEOLEO45910;6;GEOLEO45910;GEOLEO45890;USA {Rohstoffgeologie};lkl=VTV 200 or ((fbg=DK 553*) and (fbg=DK 917.3*));USA {Mineral Deposits};
GEOLEO62040;7;GEOLEO62040;GEOLEO45910;Großregionen der USA {Rohstoffgeologie};lkl=VTV 210 or ((fbg=DK 553*) and (fbg=DK 917.2*));Large Regions of the USA {Mineral Deposits};
GEOLEO62050;8;GEOLEO62050;GEOLEO62040;Appalachen {Rohstoffgeologie};lkl=VTV 211 or ((fbg=DK 553*) and (fbg=DK 917.2*));Appalachian {Mineral Deposits};
GEOLEO62060;8;GEOLEO62060;GEOLEO62040;Grosse Seen Gebiet der USA {Rohstoffgeologie};lkl=VTV 212 or ((fbg=DK 553*) and (fbg=DK 917.2*));Great Lakes {Mineral Deposits};
GEOLEO62070;8;GEOLEO62070;GEOLEO62040;Atlantic Coastal Plain und Gulf Coastal Plain {Rohstoffgeologie};lkl=VTV 213 or ((fbg=DK 553*) and (fbg=DK 917.2*));Atlantic Coastal Plain and Gulf Coastal Plain {Mineral Deposits};
GEOLEO62080;8;GEOLEO62080;GEOLEO62040;Interior Highlands {Rohstoffgeologie};lkl=VTV 214 or ((fbg=DK 553*) and (fbg=DK 917.2*));Interior Highlands {Mineral Deposits};
GEOLEO62090;8;GEOLEO62090;GEOLEO62040;Interior Plains {Rohstoffgeologie};lkl=VTV 215 or ((fbg=DK 553*) and (fbg=DK 917.2*));Interior Plains {Mineral Deposits};
GEOLEO62100;8;GEOLEO62100;GEOLEO62040;Great Plains {Rohstoffgeologie};lkl=VTV 216 or ((fbg=DK 553*) and (fbg=DK 917.2*));Great Plains {Mineral Deposits};
GEOLEO62110;8;GEOLEO62110;GEOLEO62040;Rocky Mountains im  Bereich der USA {Rohstoffgeologie};lkl=VTV 217 or ((fbg=DK 553*) and (fbg=DK 917.2*));Rocky Mountains in the US Area {Mineral Deposits};
GEOLEO62120;8;GEOLEO62120;GEOLEO62040;Intermontane Plateaus und Becken {Rohstoffgeologie};lkl=VTV 218 or ((fbg=DK 553*) and (fbg=DK 917.2*));Intermontane Plateaus and Basins {Mineral Deposits};
GEOLEO62130;8;GEOLEO62130;GEOLEO62040;Pazifisches Gebirgssystem und Pazifisches Küstengebiet {Rohstoffgeologie};lkl=VTV 219 or ((fbg=DK 553*) and (fbg=DK 917.2*));Pacific Mountainsystem and Coast Region {Mineral Deposits};
GEOLEO62140;7;GEOLEO62140;GEOLEO45910;Neuengland und Mittelatlantikstaaten {Rohstoffgeologie};lkl=VTV 220 or ((fbg=DK 553*) and (fbg=DK 917.4*));New England and Middle Atlantic States {Mineral Deposits};
GEOLEO62150;8;GEOLEO62150;GEOLEO62140;Maine {Rohstoffgeologie};lkl=VTV 221 or ((fbg=DK 553*) and (fbg=DK 917.41*));Maine {Mineral Deposits};
GEOLEO62160;8;GEOLEO62160;GEOLEO62140;New Hampshire {Rohstoffgeologie};lkl=VTV 222 or ((fbg=DK 553*) and (fbg=DK 917.42*));New Hampshire {Mineral Deposits};
GEOLEO62170;8;GEOLEO62170;GEOLEO62140;Vermount {Rohstoffgeologie};lkl=VTV 223 or ((fbg=DK 553*) and (fbg=DK 917.43*));Vermount {Mineral Deposits};
GEOLEO62180;8;GEOLEO62180;GEOLEO62140;Massachusetts {Rohstoffgeologie};lkl=VTV 224 or ((fbg=DK 553*) and (fbg=DK 917.44*));Massachusetts {Mineral Deposits};
GEOLEO62190;8;GEOLEO62190;GEOLEO62140;Rhode Island {Rohstoffgeologie};lkl=VTV 225 or ((fbg=DK 553*) and (fbg=DK 917.45*));Rhode Island {Mineral Deposits};
GEOLEO62200;8;GEOLEO62200;GEOLEO62140;Connecticut {Rohstoffgeologie};lkl=VTV 226 or ((fbg=DK 553*) and (fbg=DK 917.46*));Connecticut {Mineral Deposits};
GEOLEO62210;8;GEOLEO62210;GEOLEO62140;New York {Rohstoffgeologie};lkl=VTV 227 or ((fbg=DK 553*) and (fbg=DK 917.47*));New York {Mineral Deposits};
GEOLEO62220;8;GEOLEO62220;GEOLEO62140;New Jersey {Rohstoffgeologie};lkl=VTV 228 or ((fbg=DK 553*) and (fbg=DK 917.49*));New Jersey {Mineral Deposits};
GEOLEO62230;8;GEOLEO62230;GEOLEO62140;Pennsylvania {Rohstoffgeologie};lkl=VTV 229 or ((fbg=DK 553*) and (fbg=DK 917.48*));Pennsylvania {Mineral Deposits};
GEOLEO62240;7;GEOLEO62240;GEOLEO45910;Nordöstlicher Midcontinent {Rohstoffgeologie};lkl=VTV 230 or ((fbg=DK 553*) and (fbg=DK 917.7*));Northeastern Central States {Mineral Deposits};
GEOLEO62250;8;GEOLEO62250;GEOLEO62240;Ohio {Rohstoffgeologie};lkl=VTV 231 or ((fbg=DK 553*) and (fbg=DK 917.71*));Ohio {Mineral Deposits};
GEOLEO62260;8;GEOLEO62260;GEOLEO62240;Indiana {Rohstoffgeologie};lkl=VTV 232 or ((fbg=DK 553*) and (fbg=DK 917.72*));Indiana {Mineral Deposits};
GEOLEO62270;8;GEOLEO62270;GEOLEO62240;Illinois {Rohstoffgeologie};lkl=VTV 233 or ((fbg=DK 553*) and (fbg=DK 917.73*));Illinois {Mineral Deposits};
GEOLEO62280;8;GEOLEO62280;GEOLEO62240;Michigan {Rohstoffgeologie};lkl=VTV 234 or ((fbg=DK 553*) and (fbg=DK 917.74*));Michigan {Mineral Deposits};
GEOLEO62290;8;GEOLEO62290;GEOLEO62240;Wisconsin {Rohstoffgeologie};lkl=VTV 235 or ((fbg=DK 553*) and (fbg=DK 917.75*));Wisconsin {Mineral Deposits};
GEOLEO62300;7;GEOLEO62300;GEOLEO45910;Nordwestlicher Midcontinent {Rohstoffgeologie};lkl=VTV 240 or ((fbg=DK 553*) and (fbg=DK 917.8* or fbg=DK 917.7*));Northwestern Central States {Mineral Deposits};
GEOLEO62310;8;GEOLEO62310;GEOLEO62300;Minnesota {Rohstoffgeologie};lkl=VTV 241 or ((fbg=DK 553*) and (fbg=DK 917.76*));Minnesota {Mineral Deposits};
GEOLEO62320;8;GEOLEO62320;GEOLEO62300;Iowa {Rohstoffgeologie};lkl=VTV 242 or ((fbg=DK 553*) and (fbg=DK 917.77*));Iowa {Mineral Deposits};
GEOLEO62330;8;GEOLEO62330;GEOLEO62300;Missouri {Rohstoffgeologie};lkl=VTV 243 or ((fbg=DK 553*) and (fbg=DK 917.78*));Missouri {Mineral Deposits};
GEOLEO62340;8;GEOLEO62340;GEOLEO62300;North Dakota {Rohstoffgeologie};lkl=VTV 244 or ((fbg=DK 553*) and (fbg=DK 917.84*));North Dakota {Mineral Deposits};
GEOLEO62350;8;GEOLEO62350;GEOLEO62300;South Dakota {Rohstoffgeologie};lkl=VTV 245 or ((fbg=DK 553*) and (fbg=DK 917.83*));South Dakota {Mineral Deposits};
GEOLEO62360;8;GEOLEO62360;GEOLEO62300;Nebraska {Rohstoffgeologie};lkl=VTV 246 or ((fbg=DK 553*) and (fbg=DK 917.82*));Nebraska {Mineral Deposits};
GEOLEO62370;8;GEOLEO62370;GEOLEO62300;Kansas {Rohstoffgeologie};lkl=VTV 247 or ((fbg=DK 553*) and (fbg=DK 917.81*));Kansas {Mineral Deposits};
GEOLEO62380;7;GEOLEO62380;GEOLEO45910;Südatlantische Staaten {Rohstoffgeologie};lkl=VTV 250 or ((fbg=DK 553*) and (fbg=DK 917.6*));South Atlantic States {Mineral Deposits};
GEOLEO62390;8;GEOLEO62390;GEOLEO62380;Delaware {Rohstoffgeologie};lkl=VTV 251 or ((fbg=DK 553*) and (fbg=DK 917.51*));Delaware {Mineral Deposits};
GEOLEO62400;8;GEOLEO62400;GEOLEO62380;Maryland {Rohstoffgeologie};lkl=VTV 252 or ((fbg=DK 553*) and (fbg=DK 917.52*));Maryland {Mineral Deposits};
GEOLEO62410;8;GEOLEO62410;GEOLEO62380;District of Columbia {Rohstoffgeologie};lkl=VTV 253 or ((fbg=DK 553*) and (fbg=DK 917.44*));District of Columbia {Mineral Deposits};
